26	33	27	26	31	55	68	76	91	115	116	115	92	97	94	79	58	60	47	41	21	22	18	21	16
3	2	4	5	10	14	18	34	64	75	67	45	52	61	71	71	57	45	33	26	15	10	4	2	3
7	12	22	32	48	58	62	69	89	96	116	134	124	110	95	89	85	77	54	41	25	18	12	11	8
2	3	4	5	7	10	23	37	55	65	74	58	55	64	64	58	49	35	23	14	11	7	4	3	1
5	7	10	7	10	13	31	53	73	74	92	83	86	78	80	88	74	50	30	16	18	10	7	3	4
4	4	7	12	16	21	26	44	54	62	84	87	71	54	56	59	67	55	42	23	15	6	2	2	2
13	15	18	19	21	30	37	49	66	87	101	95	96	81	83	81	76	60	47	19	13	11	13	10	7
7	4	7	5	9	15	30	33	46	58	63	46	42	53	59	44	49	34	23	7	4	3	1	1	1
4	7	8	10	16	17	22	29	41	60	74	75	76	67	56	58	60	54	50	35	26	17	17	10	7
4	6	10	14	27	30	42	49	76	79	81	75	71	69	65	61	54	50	34	18	10	10	8	7	6
8	10	10	20	27	32	38	55	71	93	98	99	74	81	86	71	47	40	28	18	11	10	6	6	3
1	3	7	11	13	10	17	26	54	67	60	53	56	61	61	59	47	32	21	16	13	13	6	7	4
23	14	10	18	23	34	45	58	68	76	89	85	71	66	64	70	63	34	7	3	2	2	2	2	2
7	6	8	6	6	9	18	30	60	86	93	83	69	72	66	58	51	41	34	31	17	11	11	8	6
8	8	5	4	3	13	33	60	71	87	85	67	76	78	75	66	48	27	13	15	12	7	3	4	5
4	10	18	29	41	47	56	64	82	99	107	110	80	82	70	85	94	91	68	43	35	25	21	14	7
2	2	1	8	11	19	25	49	84	91	86	59	63	78	80	55	45	34	34	19	11	2	2	2	2
5	5	9	12	20	26	39	69	77	83	74	81	76	78	71	60	52	37	39	36	29	21	14	9	4
2	3	7	12	15	20	34	49	65	85	98	86	61	73	62	66	54	46	30	16	9	7	6	4	5
3	3	3	5	9	18	30	42	60	77	78	62	50	68	72	71	51	29	18	18	12	9	7	6	5
3	2	3	3	7	16	34	40	48	67	70	65	45	52	44	48	50	45	35	17	9	4	3	2	2
159	135	131	135	143	155	172	183	190	167	156	156	160	153	128	102	85	70	64	38	26	13	11	11	11
2	3	6	17	37	44	53	56	68	74	91	105	93	88	78	82	75	61	56	39	19	9	7	8	7
4	5	7	10	16	25	41	63	75	84	71	64	56	57	57	67	75	53	36	23	23	11	11	11	6
14	21	25	28	44	52	75	71	78	72	81	84	96	88	77	72	69	41	15	4	3	3	3	3	2
43	50	43	42	53	66	80	71	78	90	98	94	92	84	88	79	69	76	67	51	36	21	11	5	4
1	1	3	8	16	16	27	47	53	69	77	85	79	66	70	66	53	47	31	24	17	11	4	3	5
14	14	14	12	10	17	44	64	83	91	94	77	63	63	60	58	54	45	36	33	27	27	22	14	13
23	23	21	38	50	36	36	40	60	84	85	80	61	68	72	78	63	46	25	11	8	4	4	3	6
5	5	6	10	12	13	16	41	76	83	72	66	71	77	81	67	45	24	19	14	15	10	4	2	2
7	9	11	15	21	27	27	42	66	90	98	63	49	59	82	87	58	29	20	15	12	8	5	4	3
4	6	7	9	8	8	20	27	46	65	85	82	75	71	62	49	44	38	28	21	12	13	9	6	5
9	9	12	10	10	10	22	48	80	88	75	66	53	48	54	58	42	23	11	9	12	13	10	5	2
4	5	6	8	12	21	25	29	48	65	74	75	68	66	63	56	56	38	33	20	20	10	8	7	8
8	11	13	17	27	36	42	50	58	71	90	83	92	63	71	55	44	22	18	21	10	11	9	7	5
8	5	7	9	16	23	35	44	52	55	69	80	86	78	79	69	58	40	24	18	15	8	8	5	4
5	4	6	6	11	11	20	28	45	79	89	93	62	49	55	66	52	37	16	10	8	6	6	5	6
2	3	4	8	7	20	30	58	71	71	63	56	62	71	70	58	46	31	20	17	11	11	8	5	4
7	14	21	26	30	35	39	48	51	67	74	78	73	72	67	66	57	42	31	26	16	12	9	7	6
4	4	2	2	4	24	40	49	60	90	104	74	64	57	54	41	33	30	20	16	16	14	15	15	13
4	4	4	4	3	4	3	7	25	55	64	58	60	61	64	58	53	35	24	4	2	1	2	2	2
10	6	6	6	13	20	30	42	58	84	76	74	54	63	73	81	64	52	32	22	11	5	1	1	1
4	5	9	8	8	6	15	28	40	50	61	73	66	53	55	56	52	41	26	15	6	4	1	2	2
13	17	16	20	21	22	43	74	73	90	90	98	83	81	70	66	56	48	35	18	20	19	15	8	5
4	5	6	10	17	18	21	26	33	49	61	64	59	63	61	63	56	46	33	36	30	33	17	13	10
4	3	14	22	31	35	44	59	71	83	86	87	82	79	70	75	64	59	50	32	24	19	13	5	4
1	2	2	2	2	5	13	28	40	43	61	64	76	69	57	54	46	34	16	16	13	7	3	3	3
3	7	9	14	19	40	58	60	60	70	87	85	99	79	86	59	75	71	61	34	26	26	24	14	8
46	55	61	53	61	64	79	90	103	110	95	83	81	87	85	88	75	76	66	51	36	37	28	17	14
6	7	6	9	18	30	49	57	63	68	77	78	80	69	57	46	48	41	35	16	11	9	10	8	5
1	1	2	3	4	8	12	25	48	61	49	40	41	40	39	32	27	14	11	5	4	3	3	3	3
1	1	1	2	3	7	9	17	23	30	39	39	49	43	43	40	46	35	22	13	5	3	3	3	2
9	9	12	14	32	37	51	51	75	87	98	96	96	86	76	73	60	45	31	16	6	5	6	7	4
2	2	1	2	5	8	10	19	32	56	65	51	28	24	42	52	50	33	23	9	5	2	1	3	3
3	4	8	14	18	19	23	32	36	36	37	40	50	44	45	43	45	39	28	17	9	7	6	4	3
1	1	2	2	2	11	27	47	66	80	71	62	62	73	80	75	58	40	26	11	4	7	7	3	3
3	1	2	10	22	28	27	37	47	65	80	71	62	57	65	58	62	38	26	12	5	3	2	2	3
2	5	6	6	3	10	25	36	54	61	69	76	67	58	70	74	69	45	28	15	16	16	14	9	6
8	9	9	16	19	33	36	44	45	54	68	84	77	68	49	43	27	32	24	15	6	4	5	2	2
7	9	10	8	10	16	26	37	58	67	79	70	66	70	74	62	43	25	16	8	5	3	3	3	2
3	4	2	4	9	14	21	25	40	49	51	42	49	48	49	46	35	29	20	12	3	3	2	3	3
2	4	7	8	7	7	16	22	40	51	59	55	48	41	50	51	34	22	8	9	6	7	4	3	1
5	10	9	17	25	35	50	68	79	76	86	62	59	60	77	52	33	23	19	11	8	6	6	4	4
4	5	5	6	7	18	35	44	50	50	61	60	75	71	66	48	44	45	45	44	33	24	18	12	7
3	3	8	11	11	10	18	42	61	63	52	42	42	42	45	41	33	23	16	10	8	9	10	8	8
3	3	3	3	7	11	16	22	35	45	50	64	59	50	45	40	31	20	14	12	8	5	3	1	1
1	1	2	6	9	13	18	38	51	67	73	68	60	53	56	43	30	9	1	1	2	2	3	2	2
15	21	31	35	38	48	60	97	139	165	171	172	132	128	113	114	107	103	95	94	88	109	128	121	111
5	5	4	6	9	16	19	36	50	82	74	67	55	65	77	67	60	53	42	27	11	9	6	8	6
4	4	3	4	5	11	27	33	49	68	84	76	58	62	69	69	52	40	31	27	17	12	8	8	6
4	3	3	5	6	11	23	53	63	67	52	54	57	46	44	38	34	31	21	13	8	8	10	6	5
4	4	7	10	15	22	27	30	41	52	64	62	53	47	52	46	41	32	25	8	5	4	3	1	2
8	7	5	7	11	16	21	40	59	70	60	50	38	38	53	67	63	43	29	22	11	9	5	4	4
7	17	19	16	12	20	33	50	48	55	74	78	80	60	69	70	73	59	36	24	18	11	8	7	5
3	4	8	8	9	15	29	52	58	68	67	53	65	64	60	52	59	51	31	11	6	5	6	4	4
3	4	5	4	2	4	18	42	63	80	73	63	62	68	66	54	49	37	20	8	6	8	6	5	4
5	3	5	11	18	17	16	26	43	68	75	67	54	38	39	40	44	28	23	12	9	2	2	2	1
7	17	19	22	32	45	41	47	55	78	80	92	90	82	58	59	55	65	57	46	32	16	10	11	9
5	8	9	8	8	9	16	24	43	58	76	70	52	65	64	61	61	56	41	17	14	19	19	18	15
3	5	4	9	13	17	23	28	37	42	53	67	71	60	46	39	31	29	28	26	11	11	8	6	3
5	5	6	9	10	9	13	31	66	72	75	52	46	43	65	62	41	25	19	16	8	6	7	5	4
7	3	2	3	11	19	32	35	33	54	64	87	79	82	72	81	77	67	47	41	36	33	28	25	25
3	3	3	3	4	8	15	31	43	49	45	62	48	50	52	61	57	46	30	15	6	5	9	10	11
5	9	12	11	12	19	31	35	43	53	56	46	39	40	50	45	41	29	19	14	8	6	4	3	2
1	1	3	5	11	23	36	49	58	65	83	75	66	76	78	74	42	30	17	17	17	10	9	6	10
8	12	11	10	14	23	29	37	40	60	72	74	56	50	42	45	47	37	22	11	3	4	3	4	6
3	2	5	11	17	31	39	34	34	36	63	60	64	47	47	57	59	50	33	24	14	11	10	10	6
4	4	5	8	12	16	20	31	43	55	57	51	51	40	48	56	52	38	24	20	8	8	6	4	4
9	9	12	13	18	20	25	32	46	61	72	65	63	57	63	55	51	49	38	31	21	19	11	6	3
1	1	3	3	5	5	15	27	48	61	55	41	31	44	50	49	43	34	22	11	8	5	5	4	7
6	7	8	12	23	37	49	52	64	81	92	86	82	80	86	92	71	46	27	38	45	39	27	24	22
11	13	19	28	29	30	27	36	55	62	72	77	74	75	77	76	68	48	29	19	16	13	10	6	6
8	9	15	15	21	19	20	18	32	120	126	89	74	126	125	34	11	18	20	21	21	18	13	11	10
5	8	11	12	12	16	14	30	39	58	64	86	81	72	63	60	54	43	32	19	15	7	8	5	2
25	42	46	47	57	69	90	89	94	106	101	80	73	75	78	61	55	40	29	10	10	8	9	6	5
6	4	4	7	9	12	23	48	74	78	64	53	55	49	51	51	52	34	25	20	20	14	17	18	16
18	16	14	14	16	17	37	53	64	57	59	56	53	49	46	48	44	41	32	22	13	8	5	6	6
11	10	10	6	3	6	27	50	62	50	72	74	82	81	78	70	49	38	40	45	40	28	18	13	10
3	6	7	8	6	7	7	21	44	78	67	62	50	62	60	60	37	17	6	4	4	5	7	6	5
2	5	7	11	15	22	21	22	37	58	63	54	53	62	54	48	43	34	21	8	7	6	5	5	6
2	2	3	4	7	15	24	42	62	55	49	35	35	47	55	58	41	28	12	10	6	6	5	4	4
4	4	7	9	14	25	38	40	42	52	69	58	69	64	67	44	29	27	21	17	10	5	4	10	16
47	43	56	65	65	65	71	85	82	74	84	93	94	91	82	71	53	48	46	41	21	14	8	8	4
6	6	5	8	12	15	19	28	38	49	61	56	47	37	46	54	50	32	13	9	6	6	5	5	7
2	3	5	6	7	10	15	32	44	51	51	40	47	40	40	28	21	16	14	13	10	9	3	3	2
2	1	2	6	9	19	28	33	40	48	68	61	55	58	59	55	48	50	36	32	22	18	9	4	3
6	7	15	17	30	44	42	60	78	83	68	64	68	72	64	60	49	49	47	38	22	14	7	3	4
12	14	11	9	7	10	22	28	38	50	60	57	59	56	56	58	55	40	33	23	12	4	1	2	2
3	8	7	6	1	14	33	74	99	143	99	50	12	49	66	51	3	1	1	1	1	1	4	5	5
2	4	5	4	9	11	25	40	48	55	62	85	95	81	66	57	53	46	33	27	16	16	12	9	8
17	18	41	57	66	66	69	81	88	94	81	89	85	94	70	60	62	59	63	49	25	14	9	8	5
4	9	10	12	8	16	28	41	57	56	47	50	55	45	28	24	26	32	25	23	10	10	7	6	5
7	7	7	9	10	17	24	47	59	60	49	46	46	57	56	59	45	37	24	13	7	6	6	5	4
12	13	18	25	25	26	34	41	48	55	72	73	71	70	62	55	42	47	38	28	12	3	1	1	1
3	2	1	1	3	9	16	19	31	44	61	54	42	39	50	48	42	30	15	6	3	2	1	2	3
9	13	21	32	46	45	45	52	53	53	70	78	85	60	58	42	36	18	12	14	13	9	4	3	1
3	5	9	12	14	18	30	49	72	62	44	27	41	53	59	45	31	15	15	16	11	12	10	10	4
2	1	2	7	10	15	20	24	31	38	52	71	76	63	63	61	53	32	15	15	13	7	3	1	1
2	3	7	6	9	8	14	23	40	54	60	49	41	34	33	29	34	31	21	12	4	1	1	1	1
4	4	1	1	2	8	17	33	45	50	43	37	26	32	35	41	36	32	14	9	5	4	3	3	2
11	18	22	20	22	23	27	48	62	69	63	57	49	42	45	50	46	34	26	13	11	3	4	3	2
3	5	8	9	6	12	17	31	36	44	47	51	53	50	41	44	33	25	13	10	6	3	3	2	2
5	4	3	6	18	43	51	61	65	78	66	53	63	56	46	23	24	29	26	12	3	4	4	3	4
1	1	1	1	2	6	16	26	33	45	67	70	59	49	47	31	39	35	28	15	9	3	3	2	3
8	7	4	10	13	17	22	45	62	62	51	48	42	53	58	56	54	33	15	9	6	8	7	5	2
2	8	8	10	11	22	35	49	68	64	76	68	57	53	55	59	43	30	17	9	3	2	2	2	1
3	5	10	16	22	29	42	44	50	64	76	65	59	58	62	59	46	36	28	23	14	8	11	11	11
14	15	16	16	17	22	32	50	62	68	56	65	63	61	51	48	47	42	28	14	9	4	4	2	5
8	15	26	34	43	54	59	68	77	89	93	104	93	87	63	58	56	53	42	37	21	13	8	7	11
4	5	4	8	11	16	16	26	43	72	74	63	50	57	67	69	49	35	27	17	6	4	4	3	2
50	67	69	80	75	72	81	82	89	94	101	107	91	66	51	57	57	42	23	25	17	6	5	3	3
6	9	18	31	45	57	68	70	70	76	92	115	116	97	90	85	96	91	82	80	70	57	47	45	37
2	3	13	18	23	25	26	39	52	60	74	97	112	89	53	39	37	41	43	32	20	8	7	2	2
1	1	2	3	3	7	10	18	31	51	60	56	49	37	45	45	39	19	11	5	5	5	6	4	3
8	9	13	16	23	22	20	17	23	27	28	44	61	58	53	43	41	29	21	15	7	3	1	3	4
13	20	34	35	45	53	63	68	71	64	74	87	97	74	66	59	59	56	51	37	34	21	20	16	13
4	3	6	5	9	13	31	43	49	51	51	36	45	43	49	47	41	28	17	7	6	6	6	4	2
21	36	55	47	44	62	90	105	88	83	80	75	95	94	83	65	63	51	40	31	20	7	6	6	6
4	7	5	6	8	11	17	26	31	46	63	61	50	39	41	29	23	21	21	8	4	4	3	2	5
2	3	2	3	3	3	7	22	37	44	41	36	24	35	42	32	24	18	11	4	2	2	2	3	4
7	11	13	16	22	31	40	44	45	42	58	68	76	62	55	47	43	29	29	21	11	4	1	2	3
1	5	7	8	9	13	21	44	61	62	55	46	41	37	39	38	38	27	28	16	13	6	6	3	2
1	1	1	3	9	10	15	37	56	67	60	50	37	46	48	39	19	22	24	22	9	5	1	2	3
4	5	6	9	11	17	24	35	44	44	44	48	55	52	53	48	34	31	27	15	12	9	11	12	9
3	5	11	12	13	31	41	52	58	66	74	71	55	52	65	71	40	26	26	30	26	18	14	11	7
14	16	10	14	23	40	48	53	51	56	72	84	71	69	56	67	70	61	37	17	13	11	7	8	6
10	13	17	27	27	31	35	40	34	38	54	72	61	43	43	47	43	38	22	12	10	6	4	2	1
16	24	28	31	43	54	57	62	67	88	97	87	82	75	72	61	59	57	51	42	31	30	27	27	19
18	21	30	36	33	33	51	69	89	87	91	85	73	64	71	68	67	50	35	35	47	56	46	44	45
5	7	11	9	9	11	16	23	22	36	38	48	45	39	43	39	41	30	18	10	6	6	4	3	2
1	1	1	1	1	1	1	12	31	48	59	55	60	50	43	32	47	48	39	13	6	5	5	4	3
7	8	7	12	14	13	18	32	47	59	57	52	44	55	55	58	35	26	20	14	6	3	2	1	2
1	2	4	6	11	11	12	28	45	57	67	58	56	58	54	43	38	31	18	10	6	7	6	6	4
5	5	5	8	8	9	9	19	31	53	58	58	49	44	49	55	38	28	26	22	20	11	8	3	1
11	15	19	32	38	44	34	42	48	61	83	78	82	65	62	58	56	69	66	60	32	28	26	20	10
24	35	39	40	44	54	64	82	91	82	63	59	64	61	74	64	61	61	68	59	48	32	31	52	47
